,Company,Competitors,Founded,Headquarters,Industry,Now known as,Part of,Revenue,Size,Type,Website,Link
363,Adecco, Unknown, 1996,Zürich (Switzerland), Staffing & Outsourcing,,Adecco Group, $10+ billion (USD) per year,10000+ employees, Company - Public (ADEN) ,www.adecco.com,"https://www.glassdoor.com/Overview/Working-at-Adecco-EI_IE1089.11,17.htm"
364,360i,, 1998,"New York, NY", Advertising & Marketing,,Dentsu Aegis Network, $100 to $500 million (USD) per year,501 to 1000 employees, Company - Public,www.360i.com,"https://www.glassdoor.com/Overview/Working-at-360i-EI_IE28489.11,15.htm"
365,T3 Trading Group, Unknown, 2007,"New York, NY", Brokerage Services,,, Unknown / Non-Applicable,501 to 1000 employees, Company - Private,www.t3trading.com,"https://www.glassdoor.com/Overview/Working-at-T3-Trading-Group-EI_IE489104.11,27.htm"
366,Walt Disney Company," News Corp, WarnerMedia, NBCUniversal", 1923,"Burbank, CA", Motion Picture Production & Distribution,,, $10+ billion (USD) per year,10000+ employees, Company - Public (DIS) ,www.disney.com,"https://www.glassdoor.com/Overview/Working-at-Walt-Disney-Company-EI_IE717.11,30.htm"
367,Marsh & McLennan Companies,, 1871,"New York, NY", Insurance Agencies & Brokerages,,, $10+ billion (USD) per year,10000+ employees, Company - Public (MMC) ,www.mmc.com,"https://www.glassdoor.com/Overview/Working-at-Marsh-and-McLennan-Companies-EI_IE426.11,39.htm"
368,Information Builders,, 1975,"New York, NY", Computer Hardware & Software,,, Unknown / Non-Applicable,1001 to 5000 employees, Company - Private,www.informationbuilders.com,"https://www.glassdoor.com/Overview/Working-at-Information-Builders-EI_IE4044.11,31.htm"
369,IHS Markit,, 2016,"London, England (UK)", Consulting,,, Unknown / Non-Applicable,10000+ employees, Company - Public (INFO) ,www.ihsmarkit.com,"https://www.glassdoor.com/Overview/Working-at-IHS-Markit-EI_IE1337673.11,21.htm"
370,PageGroup," Hays, Robert Half, Robert Walters", 1976,"London, England (UK)", Staffing & Outsourcing,,, $1 to $2 billion (USD) per year,5001 to 10000 employees, Company - Public,www.page.com,"https://www.glassdoor.com/Overview/Working-at-PageGroup-EI_IE749832.11,20.htm"
371,E*TRADE Financial, Unknown, 1982,"New York, NY", Brokerage Services,,, $2 to $5 billion (USD) per year,1001 to 5000 employees, Company - Public (ETFC) ,www.etrade.com,"https://www.glassdoor.com/Overview/Working-at-E-TRADE-Financial-EI_IE6005.11,28.htm"
372,Oxford University Press,,,"Oxford, England (UK)", Publishing,,Oxford University, $50 to $100 million (USD) per year,5001 to 10000 employees, Nonprofit Organization,www.oup.com,"https://www.glassdoor.com/Overview/Working-at-Oxford-University-Press-EI_IE587409.11,34.htm"
373,Club Monaco,, 1985,"New York, NY"," Department, Clothing, & Shoe Stores",,Ralph Lauren, Unknown / Non-Applicable,201 to 500 employees, Subsidiary or Business Segment,www.clubmonaco.com,"https://www.glassdoor.com/Overview/Working-at-Club-Monaco-EI_IE142558.11,22.htm"
374,Green Key Resources,, 2004,"New York, NY", Staffing & Outsourcing,,, Unknown / Non-Applicable,201 to 500 employees, Company - Private,www.greenkeyllc.com,"https://www.glassdoor.com/Overview/Working-at-Green-Key-Resources-EI_IE312916.11,30.htm"
375,Harlem Children's Zone, Unknown, Unknown,"New York, NY", Social Assistance,,, $100 to $500 million (USD) per year,1001 to 5000 employees, Nonprofit Organization,www.hcz.org,"https://www.glassdoor.com/Overview/Working-at-Harlem-Children-s-Zone-EI_IE251788.11,33.htm"
376,Global Brands Group,, 2014,Hong Kong (Hong Kong), Consumer Products Manufacturing,,, $2 to $5 billion (USD) per year,5001 to 10000 employees, Company - Public,www.globalbrandsgroup.com,"https://www.glassdoor.com/Overview/Working-at-Global-Brands-Group-EI_IE877517.11,30.htm"
377,The Forum Group, Unknown, 1974,"New York, NY", Staffing & Outsourcing,,, Unknown / Non-Applicable,51 to 200 employees, Company - Private,www.forumgrp.com,"https://www.glassdoor.com/Overview/Working-at-The-Forum-Group-EI_IE319898.11,26.htm"
378,College Board,, 1900,"New York, NY", Education Training Services,,, $500 million to $1 billion (USD) per year,1001 to 5000 employees, Nonprofit Organization,www.collegeboard.org,"https://www.glassdoor.com/Overview/Working-at-College-Board-EI_IE18437.11,24.htm"
379,Forrest Solutions," Beacon Hill Staffing Group, 24 Seven Talent, The Execu|Search Group", 1976,"New York, NY", Staffing & Outsourcing,,, Unknown / Non-Applicable,1001 to 5000 employees, Company - Private,www.forrestsolutions.com,"https://www.glassdoor.com/Overview/Working-at-Forrest-Solutions-EI_IE338388.11,28.htm"
380,Valley National Bancorp, Unknown, Unknown,"Wayne, NJ", Banks & Credit Unions,,, $500 million to $1 billion (USD) per year,1001 to 5000 employees, Company - Public (VLY) ,www.valleynationalbank.com,"https://www.glassdoor.com/Overview/Working-at-Valley-National-Bancorp-EI_IE2007.11,34.htm"
381,Realogy," RE/MAX, HomeServices, Keller Williams", 2005,"Madison, NJ", Real Estate,,, $5 to $10 billion (USD) per year,10000+ employees, Company - Public (RLGY) ,www.realogy.com,"https://www.glassdoor.com/Overview/Working-at-Realogy-EI_IE41918.11,18.htm"
382,Tommy Hilfiger,, 1985,Amsterdam (Netherlands)," Department, Clothing, & Shoe Stores",,PVH Corp., $5 to $10 billion (USD) per year,1001 to 5000 employees, Subsidiary or Business Segment,global.tommy.com,"https://www.glassdoor.com/Overview/Working-at-Tommy-Hilfiger-EI_IE5763.11,25.htm"
383,Kaplan Test Prep, Unknown, 1938,"New York, NY", Education Training Services,,Graham Holdings, $100 to $500 million (USD) per year,501 to 1000 employees, Company - Public,www.kaptest.com,"https://www.glassdoor.com/Overview/Working-at-Kaplan-Test-Prep-EI_IE297128.11,27.htm"
384,The Jones Group, Unknown, 1975,"New York, NY", Consumer Products Manufacturing,,Nine West, $2 to $5 billion (USD) per year,10000+ employees, Subsidiary or Business Segment,www.jonesgroupinc.com,"https://www.glassdoor.com/Overview/Working-at-The-Jones-Group-EI_IE1971.11,26.htm"
385,JLL,,,"Chicago, IL", Real Estate,,, $5 to $10 billion (USD) per year,10000+ employees, Company - Public (JLL) ,www.jll.com,"https://www.glassdoor.com/Overview/Working-at-JLL-EI_IE5779.11,14.htm"
386,Turner Construction," Bechtel, Skanska USA", 1902,"New York, NY", Construction,,, $10+ billion (USD) per year,5001 to 10000 employees, Subsidiary or Business Segment,www.turnerconstruction.com,"https://www.glassdoor.com/Overview/Working-at-Turner-Construction-EI_IE19014.11,30.htm"
387,FTI Consulting,, 1982,"Washington, DC", Consulting,,, $2 to $5 billion (USD) per year,1001 to 5000 employees, Company - Public (FCN) ,www.fticonsulting.com,"https://www.glassdoor.com/Overview/Working-at-FTI-Consulting-EI_IE6069.11,25.htm"
388,National Grid USA,, 2000,"Waltham, MA", Utilities,,, $5 to $10 billion (USD) per year,10000+ employees, Subsidiary or Business Segment,www.nationalgridus.com,"https://www.glassdoor.com/Overview/Working-at-National-Grid-USA-EI_IE474.11,28.htm"
389,MongoDB,, 2007,"New York, NY", Enterprise Software & Network Solutions,,, Unknown / Non-Applicable,1001 to 5000 employees, Company - Public (MDB) ,www.mongodb.com,"https://www.glassdoor.com/Overview/Working-at-MongoDB-EI_IE433703.11,18.htm"
390,New York Public Library, Unknown, 1895,"New York, NY", Social Assistance,,, $100 to $500 million (USD) per year,1001 to 5000 employees, Nonprofit Organization,www.nypl.org,"https://www.glassdoor.com/Overview/Working-at-New-York-Public-Library-EI_IE5416.11,34.htm"
391,Petco," PetSmart, Walmart, Costco Wholesale", 1965,"San Diego, CA", Pet & Pet Supplies Stores,,, $2 to $5 billion (USD) per year,10000+ employees, Company - Private,www.petco.com,"https://www.glassdoor.com/Overview/Working-at-Petco-EI_IE37962.11,16.htm"
392,Roche,, 1896,"Pleasanton, CA", Biotech & Pharmaceuticals,,, $10+ billion (USD) per year,5001 to 10000 employees, Company - Public (RHHBY) ,www.roche.com/careers,"https://www.glassdoor.com/Overview/Working-at-Roche-EI_IE3480.11,16.htm"
393,Grant Thornton,, 1924,"Chicago, IL", Accounting,,, $1 to $2 billion (USD) per year,5001 to 10000 employees, Company - Private,www.grantthornton.com,"https://www.glassdoor.com/Overview/Working-at-Grant-Thornton-EI_IE100134.11,25.htm"
394,iHeartMedia," CUMULUS MEDIA, Entercom, Cox Media Group", 1972,"San Antonio, TX", Radio,,, $5 to $10 billion (USD) per year,10000+ employees, Company - Public (IHRT) ,www.iheartmedia.com,"https://www.glassdoor.com/Overview/Working-at-iHeartMedia-EI_IE354635.11,22.htm"
395,J. Walter Thompson Worldwide, Unknown, 1864,"New York, NY", Advertising & Marketing,,, $1 to $2 billion (USD) per year,5001 to 10000 employees, Subsidiary or Business Segment,www.jwt.com,"https://www.glassdoor.com/Overview/Working-at-J-Walter-Thompson-Worldwide-EI_IE13666.11,38.htm"
396,Bank Of Tokyo-Mitsubishi UFJ, Unknown, 1919,Tokyo (Japan), Investment Banking & Asset Management,,, $10+ billion (USD) per year,10000+ employees, Company - Public (MUFG) ,www.bk.mufg.jp/global,"https://www.glassdoor.com/Overview/Working-at-Bank-Of-Tokyo-Mitsubishi-UFJ-EI_IE240039.11,39.htm"
397,Ipreo," Thomson Reuters, Bloomberg L.P., Dealogic", 2006,"New York, NY", Investment Banking & Asset Management,,IHS Markit, $100 to $500 million (USD) per year,1001 to 5000 employees, Company - Private,www.ipreo.com,"https://www.glassdoor.com/Overview/Working-at-Ipreo-EI_IE12636.11,16.htm"
398,Siemens," GE, ABB, Philips", 1843,"Munich, Bayern (Germany)", Electrical & Electronic Manufacturing,,, $10+ billion (USD) per year,10000+ employees, Company - Public (SIE) ,www.siemens.com,"https://www.glassdoor.com/Overview/Working-at-Siemens-EI_IE3510.11,18.htm"
399,Spotify,, 2006,"Stockholm, Stockholm (Sweden)", Internet,,, Unknown / Non-Applicable,1001 to 5000 employees, Company - Public (SPOT) ,www.spotify.com,https://www.glassdoor.com/spotify
400,Fidelis Care," Excellus BlueCross BlueShield, Capital District Physicians' Health Plan, Healthfirst (New York)", 1993,"Rego Park, NY", Insurance Agencies & Brokerages,,Centene, $2 to $5 billion (USD) per year,1001 to 5000 employees, Nonprofit Organization,www.fideliscare.org,"https://www.glassdoor.com/Overview/Working-at-Fidelis-Care-EI_IE27742.11,23.htm"
401,The NPD Group,, 1966,"Port Washington, NY", Research & Development,,, $100 to $500 million (USD) per year,1001 to 5000 employees, Company - Private,www.npd.com,"https://www.glassdoor.com/Overview/Working-at-The-NPD-Group-EI_IE6937.11,24.htm"
402,VaynerMedia, Likeable Media, Unknown,"New York, NY", Consulting,,, $10 to $25 million (USD) per year,51 to 200 employees, Company - Private,www.vaynermedia.com,"https://www.glassdoor.com/Overview/Working-at-VaynerMedia-EI_IE482441.11,22.htm"
403,Rockefeller University,, 1901,"New York, NY", Colleges & Universities,,, Unknown / Non-Applicable,1001 to 5000 employees, College / University,www.rockefeller.edu,"https://www.glassdoor.com/Overview/Working-at-Rockefeller-University-EI_IE5419.11,33.htm"
404,HCL Technologies,, 1991,"New York, NY", Computer Hardware & Software,,, $5 to $10 billion (USD) per year,10000+ employees, Company - Public (HCLT) ,www.hcltech.com,"https://www.glassdoor.com/Overview/Working-at-HCL-Technologies-EI_IE553909.11,27.htm"
405,Wendy's,, 1969,"Dublin, OH", Fast-Food & Quick-Service Restaurants,,, $1 to $2 billion (USD) per year,10000+ employees, Company - Public (WEN) ,www.wendys.com,"https://www.glassdoor.com/Overview/Working-at-Wendy-s-EI_IE728.11,18.htm"
406,Allied Universal,, 2016,"Santa Ana, CA", Security Services,,, $5 to $10 billion (USD) per year,10000+ employees, Company - Private,jobs.aus.com,"https://www.glassdoor.com/Overview/Working-at-Allied-Universal-EI_IE1352584.11,27.htm"
407,Kumon Group, Unknown, 1958,Yodogawa (Japan), Education Training Services,,, $100 to $500 million (USD) per year,1001 to 5000 employees, Company - Private,www.kumongroup.com,"https://www.glassdoor.com/Overview/Working-at-Kumon-Group-EI_IE195805.11,22.htm"
408,FINRA,, 2007,"Washington, DC", Brokerage Services,,, $500 million to $1 billion (USD) per year,1001 to 5000 employees, Nonprofit Organization,www.finra.org,"https://www.glassdoor.com/Overview/Working-at-FINRA-EI_IE108071.11,16.htm"
409,FLIK Hospitality Group, Unknown, Unknown,"Rye Brook, NY", Casual Restaurants,,Compass Group USA, $100 to $500 million (USD) per year,1001 to 5000 employees, Unknown,www.flik-usa.com,"https://www.glassdoor.com/Overview/Working-at-FLIK-Hospitality-Group-EI_IE683103.11,33.htm"
410,Blue Apron," Plated, Instacart, Amazon", 2012,"New York, NY", Food & Beverage Stores,,, $100 to $500 million (USD) per year,1001 to 5000 employees, Company - Public (APRN) ,www.blueapron.com,"https://www.glassdoor.com/Overview/Working-at-Blue-Apron-EI_IE777496.11,21.htm"
411,CDM," GSW Marketing & Advertising, FCB Health Network", Unknown,"New York, NY", Advertising & Marketing,,, $25 to $50 million (USD) per year,201 to 500 employees, Subsidiary or Business Segment,www.cdmagencies.com,"https://www.glassdoor.com/Overview/Working-at-CDM-EI_IE38955.11,14.htm"
412,AlphaSights,, 2008,"London, England (UK)", Consulting,,, $100 to $500 million (USD) per year,501 to 1000 employees, Company - Private,www.alphasights.com,"https://www.glassdoor.com/Overview/Working-at-AlphaSights-EI_IE465088.11,22.htm"
413,Neuberger Berman," Fidelity Investments, BlackRock, Putnam Investments", 1939,"New York, NY", Investment Banking & Asset Management,,, $500 million to $1 billion (USD) per year,1001 to 5000 employees, Company - Private,www.nb.com,"https://www.glassdoor.com/Overview/Working-at-Neuberger-Berman-EI_IE8711.11,27.htm"
414,Rent The Runway,, 2009,"New York, NY", Consumer Product Rental,,, $100 to $500 million (USD) per year,1001 to 5000 employees, Company - Private,www.renttherunway.com,"https://www.glassdoor.com/Overview/Working-at-Rent-The-Runway-EI_IE473698.11,26.htm"
415,Brookhaven National Laboratory, Unknown, 1947,"Upton, NY", Federal Agencies,,, $50 to $100 million (USD) per year,1001 to 5000 employees, Other Organization,www.bnl.gov,"https://www.glassdoor.com/Overview/Working-at-Brookhaven-National-Laboratory-EI_IE35239.11,41.htm"
416,Ericsson-Worldwide,, 1876,"Stockholm, Stockholm (Sweden)", Telecommunications Services,,, $10+ billion (USD) per year,10000+ employees, Company - Public (ERIC) ,www.ericsson.com,"https://www.glassdoor.com/Overview/Working-at-Ericsson-Worldwide-EI_IE3472.11,29.htm"
417,State Farm," Berkshire Hathaway, Progressive Insurance, Allstate", 1922,"Bloomington, IL", Insurance Carriers,,, $10+ billion (USD) per year,10000+ employees, Company - Private,www.statefarm.com,"https://www.glassdoor.com/Overview/Working-at-State-Farm-EI_IE2990.11,21.htm"
418,PetSmart,, 1986,"Phoenix, AZ", Pet & Pet Supplies Stores,,, $5 to $10 billion (USD) per year,10000+ employees, Company - Private,www.petsmart.com,"https://www.glassdoor.com/Overview/Working-at-PetSmart-EI_IE2375.11,19.htm"
419,H&R Block,, 1955,"Kansas City, MO", Other Retail Stores,,, $2 to $5 billion (USD) per year,10000+ employees, Company - Public (HRB) ,www.hrblock.com,"https://www.glassdoor.com/Overview/Working-at-H-and-R-Block-EI_IE303.11,24.htm"
420,Fragomen,, 1951,"New York, NY", Legal,,, $100 to $500 million (USD) per year,1001 to 5000 employees, Company - Private,www.fragomen.com,"https://www.glassdoor.com/Overview/Working-at-Fragomen-EI_IE109142.11,19.htm"
421,WW, Unknown, 1961,"New York, NY"," Health, Beauty, & Fitness",,, $1 to $2 billion (USD) per year,10000+ employees, Company - Public (WTW) ,www.ww.com,"https://www.glassdoor.com/Overview/Working-at-WW-EI_IE6970.11,13.htm"
422,Rue Gilt Groupe,,,"Boston, MA"," Department, Clothing, & Shoe Stores",,, Unknown / Non-Applicable,501 to 1000 employees, Company - Private,https://careers.ruegiltgroupe.com/,"https://www.glassdoor.com/Overview/Working-at-Rue-Gilt-Groupe-EI_IE369485.11,26.htm"
423,Douglas Elliman Real Estate, Unknown, Unknown,"New York, NY", Real Estate,,, Less than $1 million (USD) per year,1 to 50 employees, Company - Private,www.elliman.com,"https://www.glassdoor.com/Overview/Working-at-Douglas-Elliman-Real-Estate-EI_IE277679.11,38.htm"
424,7-Eleven," Hess Corporation, QuikTrip, Couche-Tard", 1927,"Dallas, TX", Other Retail Stores,,, $5 to $10 billion (USD) per year,10000+ employees, Subsidiary or Business Segment,www.7-eleven.com,"https://www.glassdoor.com/Overview/Working-at-7-Eleven-EI_IE3581.11,19.htm"
425,LexisNexis Legal & Professional,, 1818,"New York, NY", Consulting,,RELX, $2 to $5 billion (USD) per year,5001 to 10000 employees, Company - Public,https://www.lexisnexis.com,"https://www.glassdoor.com/Overview/Working-at-LexisNexis-Legal-and-Professional-EI_IE4146.11,44.htm"
426,RSM,, 1964,"Chicago, IL", Accounting,,, $2 to $5 billion (USD) per year,10000+ employees, Private Practice / Firm,www.rsmus.com,"https://www.glassdoor.com/Overview/Working-at-RSM-EI_IE691963.11,14.htm"
427,Vice Media, Unknown, 1994,"Brooklyn, NY", News Outlet,,, $100 to $500 million (USD) per year,1001 to 5000 employees, Company - Private,www.vice.com,"https://www.glassdoor.com/Overview/Working-at-Vice-Media-EI_IE26906.11,21.htm"
428,New York Community Bancorp, Unknown, 1859,"Westbury, NY", Banks & Credit Unions,,, $1 to $2 billion (USD) per year,1001 to 5000 employees, Company - Public (NYCB) ,www.mynycb.com,"https://www.glassdoor.com/Overview/Working-at-New-York-Community-Bancorp-EI_IE2492.11,37.htm"
429,Long Island University," Adelphi, Hofstra University, Nassau Community College", 1928,"Greenvale, NY", Colleges & Universities,,, $100 to $500 million (USD) per year,1001 to 5000 employees, College / University,www.liu.edu,"https://www.glassdoor.com/Overview/Working-at-Long-Island-University-EI_IE26448.11,33.htm"
430,Thomas,, 1898,"New York, NY", Advertising & Marketing,,, Unknown / Non-Applicable,201 to 500 employees, Company - Private,www.thomasnet.com,"https://www.glassdoor.com/Overview/Working-at-Thomas-EI_IE586327.11,17.htm"
431,Makerbot, Unknown, 2009,"Brooklyn, NY", Consumer Products Manufacturing,,, $50 to $100 million (USD) per year,51 to 200 employees, Subsidiary or Business Segment,www.makerbot.com,"https://www.glassdoor.com/Overview/Working-at-Makerbot-EI_IE480203.11,19.htm"
432,Fidelity Investments,, 1946,"Boston, MA", Investment Banking & Asset Management,,, $10+ billion (USD) per year,10000+ employees, Company - Private,www.fidelity.com,"https://www.glassdoor.com/Overview/Working-at-Fidelity-Investments-EI_IE2786.11,31.htm"
433,European Wax Center,, 2004,"Plano, TX"," Health, Beauty, & Fitness",,, $100 to $500 million (USD) per year,5001 to 10000 employees, Franchise,www.waxcenter.com,"https://www.glassdoor.com/Overview/Working-at-European-Wax-Center-EI_IE397347.11,30.htm"
434,National Income Life, Unknown, 2001,"Rochester, NY", Insurance Agencies & Brokerages,,American Income Life, $5 to $10 million (USD) per year,51 to 200 employees, Company - Public,www.nilife.com,"https://www.glassdoor.com/Overview/Working-at-National-Income-Life-EI_IE352862.11,31.htm"
435,Bio-Reference Labs," Quest Diagnostics, LabCorp", 1981,"Elmwood Park, NJ", Health Care Services & Hospitals,,, $500 million to $1 billion (USD) per year,5001 to 10000 employees, Subsidiary or Business Segment,www.bioreference.com,"https://www.glassdoor.com/Overview/Working-at-Bio-Reference-Labs-EI_IE4766.11,29.htm"
436,Vector Marketing," Wüsthof, Zwilling J.A. Henckels", 1981,"Olean, NY", Advertising & Marketing,,, $100 to $500 million (USD) per year,201 to 500 employees, Subsidiary or Business Segment,www.vectormarketing.com,"https://www.glassdoor.com/Overview/Working-at-Vector-Marketing-EI_IE26785.11,27.htm"
437,MAC Cosmetics, Sephora, 1984,"New York, NY", Consumer Products Manufacturing,,Estée Lauder Companies, Unknown / Non-Applicable,1001 to 5000 employees, Subsidiary or Business Segment,www.maccosmetics.com,"https://www.glassdoor.com/Overview/Working-at-MAC-Cosmetics-EI_IE229529.11,24.htm"
438,TD Ameritrade,, 1975,"Omaha, NE", Brokerage Services,,, $2 to $5 billion (USD) per year,10000+ employees, Company - Public (AMTD) ,www.tdameritrade.com,"https://www.glassdoor.com/Overview/Working-at-TD-Ameritrade-EI_IE6601.11,24.htm"
439,Nasdaq," ICE, CME Group, Cboe Global Markets", 1971,"New York, NY", Stock Exchanges,,, $2 to $5 billion (USD) per year,1001 to 5000 employees, Company - Public (NDAQ) ,business.nasdaq.com,"https://www.glassdoor.com/Overview/Working-at-Nasdaq-EI_IE12152.11,17.htm"
440,Mercedes-Benz USA," BMW of North America, Audi of America, Volvo Car USA", 1926,"Atlanta, GA", Transportation Equipment Manufacturing,,Daimler, $50 to $100 million (USD) per year,1001 to 5000 employees, Subsidiary or Business Segment,www.mbusa.com,"https://www.glassdoor.com/Overview/Working-at-Mercedes-Benz-USA-EI_IE23354.11,28.htm"
